area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Laoag,2 BHK,,1424,2,2,6210000
Super built-up  Area,Ready To Move,Cadiz,3 BHK,,1700,3,2,6210000
Plot  Area,Ready To Move,Victorias,4 Bedroom,,600,2,2,6210000
Super built-up  Area,Ready To Move,Tabaco,2 BHK,,1200,2,0,6210000
Super built-up  Area,Ready To Move,Malaybalay,5 BHK,,950,5,,6210000
Super built-up  Area,Ready To Move,Cagayan de Oro,3 BHK,,1530,2,2,6210000
Carpet  Area,Ready To Move,Kidapawan,3 BHK,Spess C,1372,2,1,6210000
Built-up  Area,Ready To Move,Malabon,3 BHK,,1525,3,2,6210000
Super built-up  Area,Ready To Move,Escalante,2 BHK,Contsci,1150,2,1,6210000
Super built-up  Area,Ready To Move,Iligan,3 BHK,DNncasa,1550,2,,6210000
Super built-up  Area,Ready To Move,Tagum,3 BHK,TuiteIn,1575,3,,6210000
Super built-up  Area,Ready To Move,Koronadal,2 BHK,,1934,2,0,6210000
Built-up  Area,Ready To Move,Tagbilaran,3 BHK,,1788,3,2,6210000
Super built-up  Area,Ready To Move,Angeles,2 BHK,Soresea,1505,2,2,6210000
Super built-up  Area,Ready To Move,Meycauayan,2 BHK,,1150,2,2,6210000
Super built-up  Area,Ready To Move,Palayan,2 BHK,KMnorab,1215,2,2,6210000
Super built-up  Area,19-Dec,Lapu-Lapu,3 BHK,Prentra,1255,2,1,6210000
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,Krntsee,1595,3,2,6210000
Super built-up  Area,18-Sep,Isabela,3 BHK,Adeatlm,1586,3,2,6210000
Super built-up  Area,Ready To Move,La Carlota,3 BHK,Prtanha,1575,3,2,6210000
Super built-up  Area,Ready To Move,Ilagan,3 BHK,DSireSo,1850,3,2,6210000
Super built-up  Area,Ready To Move,Davao City,6 BHK,,3000,8,,6210000
Built-up  Area,Ready To Move,Candon,3 BHK,Maens G,1800,3,2,6210000
Super built-up  Area,Ready To Move,Baguio,2 BHK,,1235,2,3,6210000
Plot  Area,Ready To Move,Guihulngan,4 Bedroom,Brama P,1749,4,0,6210000
Super built-up  Area,Ready To Move,Valencia,3 BHK,Goateds,1950,3,2,6210000
Built-up  Area,Ready To Move,Cebu City,2 BHK,Theanmp,1575,2,2,6210000
Plot  Area,Ready To Move,Cavite City,4 Bedroom,Saitya ,1200,4,0,6210000
Super built-up  Area,Ready To Move,Bayugan,3 BHK,PuendWe,1850,3,2,6210000
Super built-up  Area,19-Dec,General Santos,3 BHK,Prityel,1255,2,1,6210000
Super built-up  Area,Ready To Move,Taguig,3 BHK,,1500,2,1,6210000
Super built-up  Area,Ready To Move,Batangas,2 BHK,,1278,2,2,6210000
Built-up  Area,Ready To Move,Mandaluyong,4 Bedroom,,920,2,0,6210000
Plot  Area,Ready To Move,Kabankalan,3 Bedroom,,600,3,1,6210000
Super built-up  Area,Ready To Move,Bislig,3 BHK,AkncyRe,1449,3,2,6210000
Super built-up  Area,Ready To Move,El Salvador,3 BHK,SodilDa,1652.5,3,2,6210000
Plot  Area,Ready To Move,Santa Rosa,3 Bedroom,,600,3,1,6210000
Super built-up  Area,18-Mar,Tanjay,3 BHK,Priew P,1520,2,2,6210000
Super built-up  Area,Ready To Move,Ligao,2 BHK,Pry 2 R,1191,2,1,6210000
Built-up  Area,Ready To Move,Olongapo,4 Bedroom,Undraro,2100,4,1,6210000
Super built-up  Area,19-Mar,Bayawan,2 BHK,,1152,2,1,6210000
Super built-up  Area,Ready To Move,Pasig,3 BHK,,1662,3,,6210000
Super built-up  Area,Ready To Move,San Pedro,3 BHK,JClyner,1656,3,2,6210000
Super built-up  Area,Ready To Move,Tarlac City,3 BHK,Dhistee,1515,3,3,6210000
Super built-up  Area,Ready To Move,Tacurong,3 BHK,Vincyat,1255,2,1,6210000
Plot  Area,16-Dec,Bogo,3 Bedroom,,1800,3,2,6210000
Super built-up  Area,Ready To Move,Naga,4 BHK,Amconi ,1050,4,2,6210000
Super built-up  Area,Ready To Move,Calapan,3 BHK,DSndsod,1800,3,2,6210000
Super built-up  Area,Ready To Move,Balanga,2 BHK,,1250,2,2,6210000
Super built-up  Area,Ready To Move,San Fernando,2 BHK,Srrtsu ,1105,2,2,6210000
Built-up  Area,Ready To Move,Butuan,3 Bedroom,,1900,4,1,6210000
Plot  Area,Ready To Move,Makati,9 Bedroom,PrityFa,600,9,,6210000
Super built-up  Area,Ready To Move,Panabo,2 BHK,Prtanha,1200,2,0,6210000
Super built-up  Area,Ready To Move,Silay,3 BHK,Zostaa ,1800,3,2,6210000
Built-up  Area,Ready To Move,San Carlos,3 Bedroom,Magiaya,2000,3,1,6210000
Super built-up  Area,Ready To Move,Danao,2 BHK,,1000,1,,6210000
Super built-up  Area,21-Aug,Trece Martires,2 BHK,,1025,2,1,6210000
Super built-up  Area,Ready To Move,Alaminos,3 BHK,,1885,3,3,6210000
Super built-up  Area,Ready To Move,Tandag,3 BHK,Niareum,1560,3,1,6210000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,,1430,2,2,6210000
Super built-up  Area,Ready To Move,Catbalogan,2 BHK,,1280,2,2,6210000
Plot  Area,Ready To Move,Legazpi,4 Bedroom,Jae 2hu,1050,4,0,6210000
Built-up  Area,Ready To Move,Gingoog,3 BHK,Jae 2hu,1540,3,3,6210000
Built-up  Area,Ready To Move,Sorsogon City,2 BHK,IBityin,900,2,1,6210000
Built-up  Area,Ready To Move,Tabuk,2 BHK,,1421,2,1,6210000
Plot  Area,17-Sep,Vigan,3 Bedroom,Shncyes,1942,3,,6210000
Built-up  Area,Ready To Move,Roxas,3 BHK,PrityTr,1450,3,2,6210000
Built-up  Area,Ready To Move,Lamitan,3 BHK,,1620,3,2,6210000
Plot  Area,18-Jul,Gapan,3 Bedroom,,1500,3,2,6210000
Plot  Area,Ready To Move,Lucena,6 Bedroom,,1200,4,2,6210000
Super built-up  Area,Ready To Move,Dumaguete,3 BHK,Say 3 R,1452,3,,6210000
Plot  Area,Ready To Move,Passi,4 Bedroom,,2700,3,2,6210000
Super built-up  Area,Ready To Move,Samal,3 BHK,,1779,3,2,6210000
Super built-up  Area,Ready To Move,Calbayog,2 BHK,PuandHi,1350,2,1,6210000
Plot  Area,Ready To Move,Calamba,3 Bedroom,,600,4,0,6210000
Super built-up  Area,Ready To Move,Ozamiz,3 BHK,SunceEs,1370,2,2,6210000
Built-up  Area,Ready To Move,Tuguegarao,2 BHK,Soianal,1465,3,3,6210000
Super built-up  Area,Ready To Move,General Trias,4 BHK,Soazak ,1800,3,1,6210000
Built-up  Area,Ready To Move,Navotas,2 BHK,DencyRe,1290,2,0,6210000
Plot  Area,18-May,Mandaue,3 Bedroom,SraveHi,600,3,2,6210000
Plot  Area,Ready To Move,Talisay,5 Bedroom,Srluei ,1000,4,2,6210000
Super built-up  Area,Ready To Move,San Carlos,2 BHK,Emine P,1303,2,1,6210000
Super built-up  Area,Ready To Move,Maasin,3 BHK,Sosisic,1674,3,,6210000
Carpet  Area,Ready To Move,Pasay,3 BHK,Bhmesy ,1600,3,3,6210000
Super built-up  Area,Ready To Move,San Jose del Monte,3 BHK,Eledst ,3050,2,,6210000
Super built-up  Area,Ready To Move,Cabanatuan,3 BHK,,1435,3,2,6210000
Super built-up  Area,Ready To Move,Tayabas,3 BHK,GrrvaGr,1870,3,2,6210000
Built-up  Area,Ready To Move,Lipa,4 Bedroom,,1600,4,2,6210000
Plot  Area,Ready To Move,Tacloban,4 Bedroom,Rehtsna,1000,4,1,6210000
Plot  Area,Ready To Move,Marawi,2 Bedroom,PrarePa,800,1,1,6210000
Plot  Area,Ready To Move,Bais,5 Bedroom,Emine P,1200,5,1,6210000
Super built-up  Area,Ready To Move,Cabuyao,3 BHK,,1400,3,2,6210000
Built-up  Area,18-Dec,Bacoor,3 BHK,,1558,3,2,6210000
Built-up  Area,Ready To Move,Cotabato City,3 BHK,,1770,3,2,6210000
Plot  Area,Ready To Move,San Juan,4 Bedroom,,1350,4,1,6210000
Super built-up  Area,Ready To Move,Talisay,3 BHK,Mauner ,1830,3,,6210000
Super built-up  Area,Ready To Move,Sipalay,2 BHK,IJent A,1150,2,2,6210000
Plot  Area,Ready To Move,Santiago,3 Bedroom,Anineu ,1500,3,1,6210000
Plot  Area,18-Feb,Carcar,1 Bedroom,,560,1,0,6210000
Built-up  Area,18-Mar,Quezon City,3 BHK,VaMarll,1655,3,3,6210000
Built-up  Area,Ready To Move,Canlaon,2 BHK,,1320,2,3,6210000
Built-up  Area,Ready To Move,Dapitan,4 BHK,,1900,3,1,6210000
Super built-up  Area,Ready To Move,Santo Tomas,3 BHK,,1600,2,1,6210000
Plot  Area,Ready To Move,Dipolog,4 Bedroom,Shony S,2000,3,0,6210000
Built-up  Area,Ready To Move,Muntinlupa,3 BHK,Kinuerg,1310,3,3,6210000
Super built-up  Area,21-Sep,San Fernando,3 BHK,Koagati,1522,3,2,6210000
Plot  Area,18-Apr,Imus,3 Bedroom,,1000,3,1,6210000
Built-up  Area,Ready To Move,Ormoc,2 BHK,PhestOn,1450,2,2,6210000
Built-up  Area,Ready To Move,Urdaneta,4 BHK,Soresea,2150,4,2,6210000
Plot  Area,Ready To Move,Dagupan,2 Bedroom,Skume R,1500,2,0,6210000
Super built-up  Area,Ready To Move,Puerto Princesa,3 BHK,,1385,3,3,6210000
Built-up  Area,Ready To Move,Caloocan,3 Bedroom,,1400,3,1,6210000
Built-up  Area,Ready To Move,Digos,3 BHK,,1450,2,1,6210000
Super built-up  Area,Ready To Move,Bago,3 BHK,,1540,3,,6210000
Super built-up  Area,Ready To Move,Borongan,3 BHK,,1493,2,3,6210000
Plot  Area,Ready To Move,Mati,2 Bedroom,ARomee ,600,1,0,6210000
Built-up  Area,Ready To Move,Tanauan,4 Bedroom,Chhamku,2000,4,0,6210000
Plot  Area,Ready To Move,Iloilo City,2 Bedroom,Pronyt ,2260,3,1,6210000
Super built-up  Area,Ready To Move,Cabadbaran,3 BHK,PrOakSi,1410,3,3,6210000
Built-up  Area,18-Apr,Pagadian,3 BHK,,1573,3,1,6210000
Super built-up  Area,Ready To Move,Sagay,3 BHK,Sothin ,1600,3,2,6210000
Plot  Area,Ready To Move,Toledo,3 Bedroom,,1200,2,0,6210000
Super built-up  Area,Ready To Move,Baybay,3 BHK,,1588,2,3,6210000
Built-up  Area,18-Apr,Marikina,7 Bedroom,,4000,7,,6210000
Super built-up  Area,Ready To Move,Antipolo,3 BHK,Saavena,1460,2,1,6210000
Plot  Area,Ready To Move,Manila,2 Bedroom,Thiced ,880,1,0,6210000
Super built-up  Area,Ready To Move,Himamaylan,2 BHK,,1400,2,3,6210000
Built-up  Area,Ready To Move,Iriga,2 BHK,Srdids ,1585,2,2,6210000
Built-up  Area,Ready To Move,Masbate,3 BHK,DLhtsnd,1700,3,2,6210000
Plot  Area,Ready To Move,Valenzuela,2 Bedroom,,1350,2,0,6210000
Super built-up  Area,Ready To Move,Cauayan,3 BHK,AjityIn,1560,3,2,6210000
Super built-up  Area,Ready To Move,Tangub,2 BHK,Raard B,1100,2,3,6210000
Super built-up  Area,Ready To Move,Surigao,3 BHK,Rosha I,1685,3,1,6210000
Built-up  Area,Ready To Move,Zamboanga City,2 BHK,Jaity H,1035,2,2,6210000
Super built-up  Area,Ready To Move,Oroquieta,3 BHK,,1495,3,2,6210000
Built-up  Area,Ready To Move,Mabalacat,3 BHK,Soresea,2000,3,1,6210000
Built-up  Area,Ready To Move,San Pablo,3 BHK,,1760,3,3,6210000
Plot  Area,Ready To Move,San Jose,4 Bedroom,Saite G,750,4,2,6210000
Built-up  Area,Ready To Move,Batac,3 BHK,PualeSk,1843,3,2,6210000
Super built-up  Area,Ready To Move,Malolos,2 BHK,,953,2,1,6210000
Built-up  Area,Ready To Move,Naga,2 BHK,NiCodCa,1300,2,3,6210000
Super built-up  Area,20-Jan,Laoag,2 BHK,AsastDe,1274,2,1,6210000
Super built-up  Area,19-Jul,Cadiz,2 BHK,GrrvaGr,1454,2,1,6210000
Super built-up  Area,Ready To Move,Victorias,2 BHK,Eznuee ,1150,2,2,6210000
Super built-up  Area,Ready To Move,Tabaco,2 BHK,,1305,2,2,6210000
Plot  Area,Ready To Move,Malaybalay,3 Bedroom,,600,3,1,6210000
Super built-up  Area,Ready To Move,Cagayan de Oro,2 BHK,Prlla C,1342,2,1,6210000
Super built-up  Area,Ready To Move,Kidapawan,2 BHK,,1206,2,,6210000
Built-up  Area,Ready To Move,Malabon,2 BHK,KBityo ,1100,2,1,6210000
Super built-up  Area,Ready To Move,Escalante,3 BHK,,1500,3,3,6210000
Super built-up  Area,Ready To Move,Iligan,3 BHK,Sovar S,1255,3,1,6210000
Super built-up  Area,Ready To Move,Tagum,3 BHK,Niareum,1535,3,,6210000
Built-up  Area,Ready To Move,Koronadal,3 BHK,Peide L,1485,2,2,6210000
Super built-up  Area,Ready To Move,Tagbilaran,3 BHK,Krite D,1500,3,1,6210000
Plot  Area,Ready To Move,Angeles,3 Bedroom,,1500,3,2,6210000
Super built-up  Area,20-Jan,Meycauayan,2 BHK,Wharl P,1274,2,1,6210000
Super built-up  Area,Ready To Move,Palayan,3 BHK,GRhtsei,1975,3,3,6210000
Built-up  Area,Ready To Move,Lapu-Lapu,2 Bedroom,,1600,2,1,6210000
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,VBownre,1420,3,2,6210000
Super built-up  Area,Ready To Move,Isabela,2 BHK,Jae 1hu,1285,2,2,6210000
Super built-up  Area,18-Jul,La Carlota,3 BHK,,1718,3,2,6223800
Super built-up  Area,18-Apr,Ilagan,3 BHK,Brnia G,1718,3,2,6223800
Super built-up  Area,Ready To Move,Davao City,2 BHK,PrityTr,1267,2,1,6232770
Super built-up  Area,17-Oct,Candon,3 BHK,,1708,2,1,6244500
Super built-up  Area,18-May,Baguio,3 BHK,,1710,2,2,6253470
Super built-up  Area,18-Aug,Guihulngan,3 BHK,,1650,3,2,6261750
Super built-up  Area,18-May,Valencia,2 BHK,,1300,2,1,6270030
Built-up  Area,Ready To Move,Cebu City,3 BHK,,2010,3,2,6279000
Super built-up  Area,18-Sep,Cavite City,3 BHK,,1640,4,2,6279000
Super built-up  Area,19-Dec,Bayugan,2 BHK,,1350,2,1,6279000
Super built-up  Area,Ready To Move,General Santos,3 BHK,JRrnauv,1845,3,3,6279000
Super built-up  Area,19-Apr,Taguig,3 BHK,PuonsSe,1592,3,1,6279000
Super built-up  Area,Ready To Move,Batangas,2 BHK,DLhtsan,1047,2,1,6279000
Super built-up  Area,19-Dec,Mandaluyong,2 BHK,Choomu ,1320,2,1,6279000
Super built-up  Area,Ready To Move,Kabankalan,3 BHK,,1705,3,1,6279000
Super built-up  Area,Ready To Move,Bislig,2 BHK,Corus C,1047,2,2,6279000
Plot  Area,Ready To Move,El Salvador,2 Bedroom,KHatsFl,1500,2,0,6279000
Super built-up  Area,19-Jul,Santa Rosa,2 BHK,,1328,2,3,6283140
Super built-up  Area,Ready To Move,Tanjay,4 BHK,,1400,3,2,6289350
Super built-up  Area,Ready To Move,Ligao,3 BHK,PualeSk,1689.28,3,2,6292800
Super built-up  Area,19-Apr,Olongapo,3 BHK,Soncy R,1710,4,2,6300390
Super built-up  Area,Ready To Move,Bayawan,3 BHK,DSata S,1762,3,3,6310050
Super built-up  Area,Ready To Move,Pasig,3 BHK,,1525,2,2,6312120
Super built-up  Area,19-Dec,San Pedro,2 BHK,Bregae ,1300,2,1,6323850
Super built-up  Area,18-Jul,Tarlac City,3 BHK,Laave E,1411,3,2,6328680
Super built-up  Area,19-Sep,Tacurong,2 BHK,Prarkun,1330.74,2,2,6333510
Super built-up  Area,21-Dec,Bogo,3 BHK,GrrvaGr,1563,3,2,6336960
Super built-up  Area,Ready To Move,Naga,3 BHK,,1660 - 1805,3,0,6337995
Super built-up  Area,Ready To Move,Calapan,3 BHK,Bhe 2ko,1670,3,3,6338340
Super built-up  Area,Ready To Move,Balanga,3 BHK,Rabow R,1830,3,3,6338340
Super built-up  Area,19-Dec,San Fernando,4 BHK,,2041 - 2090,4,0,6342135
Super built-up  Area,Ready To Move,Butuan,2 BHK,,1567,2,2,6348000
Super built-up  Area,18-Jun,Makati,3 BHK,Brnia G,1532,3,3,6348000
Super built-up  Area,18-Dec,Panabo,3 BHK,AWharde,1564,2,1,6348000
Super built-up  Area,19-Mar,Silay,3 BHK,,1482,2,1,6348000
Carpet  Area,Ready To Move,San Carlos,3 BHK,,1560,3,,6348000
Super built-up  Area,Ready To Move,Danao,3 BHK,Shthi S,2010,3,3,6348000
Super built-up  Area,Ready To Move,Trece Martires,2 BHK,Ocezes ,1255,2,1,6348000
Super built-up  Area,Ready To Move,Alaminos,2 BHK,VKe 1 M,1365,2,1,6348000
Super built-up  Area,19-Mar,Tandag,3 BHK,Kacesh ,1756,3,2,6348000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,Prarkun,1610,3,2,6348000
Built-up  Area,Ready To Move,Catbalogan,2 BHK,,1325,1,1,6348000
Super built-up  Area,19-Jun,Legazpi,2 BHK,Saahaat,1320,2,1,6348000
Built-up  Area,Ready To Move,Gingoog,8 Bedroom,,704,8,3,6348000
Super built-up  Area,Ready To Move,Sorsogon City,3 BHK,ARvasV ,1732.46,3,2,6348000
Plot  Area,Ready To Move,Tabuk,4 Bedroom,PueraRi,1200,5,2,6348000
Super built-up  Area,Ready To Move,Vigan,3 BHK,,1342,3,3,6348000
Plot  Area,Ready To Move,Roxas,5 Bedroom,Sryam N,500,5,2,6348000
Super built-up  Area,Ready To Move,Lamitan,6 BHK,,2100,6,0,6348000
Plot  Area,Ready To Move,Gapan,3 Bedroom,Ceezey ,1400,3,2,6348000
Super built-up  Area,Ready To Move,Lucena,4 BHK,Prityel,2100,4,3,6348000
Built-up  Area,Ready To Move,Dumaguete,3 BHK,Jaood G,1667,3,2,6348000
Carpet  Area,Ready To Move,Passi,3 BHK,Prtates,1625,3,3,6348000
Super built-up  Area,Ready To Move,Samal,3 BHK,,1490,2,1,6348000
Super built-up  Area,Ready To Move,Calbayog,3 BHK,,1636,3,2,6348000
Super built-up  Area,Ready To Move,Calamba,2 BHK,DNncasa,1410,3,2,6348000
Super built-up  Area,Ready To Move,Ozamiz,3 BHK,Prityel,1861,3,3,6348000
Plot  Area,Ready To Move,Tuguegarao,3 Bedroom,UKe 2nz,1900,2,,6348000
Built-up  Area,18-Apr,General Trias,3 BHK,Goelsn ,1847,3,3,6348000
Super built-up  Area,Ready To Move,Navotas,3 BHK,Oreldhi,1835,2,,6348000
Super built-up  Area,Ready To Move,Mandaue,2 BHK,Sariana,1277,2,2,6348000
Super built-up  Area,Ready To Move,Talisay,3 BHK,Dieldli,1800,3,3,6348000
Built-up  Area,Ready To Move,San Carlos,3 BHK,Rosha I,1976,3,2,6348000
Super built-up  Area,Ready To Move,Maasin,3 BHK,Caycend,1777.26,3,2,6348000
Super built-up  Area,21-Dec,Pasay,2 BHK,,1252,2,1,6348000
Super built-up  Area,Ready To Move,San Jose del Monte,3 BHK,,1625,3,3,6348000
Super built-up  Area,Ready To Move,Cabanatuan,3 BHK,,1680,2,3,6348000
Super built-up  Area,Ready To Move,Tayabas,3 BHK,Amazaa ,1679,3,,6356970
Super built-up  Area,Ready To Move,Lipa,3 BHK,,1678,3,,6356970
Super built-up  Area,Ready To Move,Tacloban,3 BHK,,1677,3,,6356970
Super built-up  Area,Ready To Move,Marawi,3 BHK,SNnia E,1676,3,,6356970
Super built-up  Area,Ready To Move,Bais,3 BHK,,1675,3,,6356970
Super built-up  Area,Ready To Move,Cabuyao,3 BHK,,1843,3,2,6358350
Super built-up  Area,Ready To Move,Bacoor,2 BHK,,1330,2,1,6382500
Super built-up  Area,17-Jun,Cotabato City,3 BHK,,1644,3,2,6388710
Super built-up  Area,19-Sep,San Juan,3 BHK,Sryalan,1520 - 1759,3,0,6391470
Super built-up  Area,Ready To Move,Talisay,2 BHK,SivelMa,1308,2,2,6393540
Super built-up  Area,21-May,Sipalay,3 BHK,,1938,3,3,6395610
Super built-up  Area,Ready To Move,Santiago,2 BHK,SwionMa,1270,2,2,6417000
Built-up  Area,Ready To Move,Carcar,1 BHK,Soazak ,1000Sq. Meter,2,1,6417000
Super built-up  Area,Ready To Move,Quezon City,2 BHK,Arndesa,1200,2,2,6417000
Super built-up  Area,Ready To Move,Canlaon,3 BHK,Krton S,1519,3,1,6417000
Plot  Area,Ready To Move,Dapitan,4 Bedroom,Lelia M,1500,2,2,6417000
Built-up  Area,20-Dec,Santo Tomas,3 BHK,Sulesil,1575,3,2,6417000
Super built-up  Area,Ready To Move,Dipolog,3 BHK,Miershi,1820,3,2,6417000
Built-up  Area,Ready To Move,Muntinlupa,2 BHK,Raave E,1200,2,1,6417000
Super built-up  Area,Ready To Move,San Fernando,3 BHK,,1897,4,2,6417000
Super built-up  Area,18-May,Imus,2 BHK,PuandHi,1077,2,2,6417000
Super built-up  Area,Ready To Move,Ormoc,3 BHK,SNiew L,1820,3,2,6417000
Built-up  Area,Ready To Move,Urdaneta,7 Bedroom,Dee 2 P,600,7,3,6417000
Built-up  Area,18-Feb,Dagupan,5 BHK,,2400,5,2,6417000
Super built-up  Area,Ready To Move,Puerto Princesa,2 BHK,Aklia R,1330,2,1,6417000
Built-up  Area,Ready To Move,Caloocan,3 BHK,,1890,2,,6417000
Super built-up  Area,Ready To Move,Digos,2 BHK,,1100,2,3,6417000
Super built-up  Area,Ready To Move,Bago,2 BHK,VSineDi,1352,3,1,6417000
Super built-up  Area,Ready To Move,Borongan,3 BHK,PentyVB,1614,3,2,6417000
Built-up  Area,Ready To Move,Mati,3 BHK,,1503,2,2,6417000
Super built-up  Area,Ready To Move,Tanauan,2 BHK,,1257,2,2,6417000
Super built-up  Area,Ready To Move,Iloilo City,3 BHK,GrrvaGr,1730,3,1,6417000
Super built-up  Area,Ready To Move,Cabadbaran,3 BHK,,1653,3,3,6417000
Super built-up  Area,Ready To Move,Pagadian,3 BHK,Soiewre,1800,3,2,6417000
Super built-up  Area,Ready To Move,Sagay,3 BHK,,1721,3,2,6417000
Super built-up  Area,Ready To Move,Toledo,2 BHK,Adeatlm,1250,2,2,6417000
Plot  Area,Ready To Move,Baybay,4 Bedroom,DSestma,1386,3,2,6417000
Super built-up  Area,18-Apr,Marikina,2 BHK,,1223,2,1,6417000
Super built-up  Area,Ready To Move,Antipolo,3 BHK,,1691,3,2,6417690
Super built-up  Area,19-Mar,Manila,3 BHK,SLureSi,1411,3,1,6419760
Super built-up  Area,19-Mar,Himamaylan,3 BHK,,1411,3,1,6427350
Super built-up  Area,Ready To Move,Iriga,3 BHK,,1743,3,2,6434250
Super built-up  Area,18-Dec,Masbate,3 BHK,,1411,3,1,6434250
Super built-up  Area,Ready To Move,Valenzuela,2 BHK,,1263,2,1,6439080
Super built-up  Area,Ready To Move,Cauayan,3 BHK,,1574,3,1,6440460
Super built-up  Area,18-Feb,Tangub,2 BHK,,1330,2,1,6441840
Super built-up  Area,18-Apr,Surigao,3 BHK,,1700,3,2,6451500
Super built-up  Area,18-Jul,Zamboanga City,3 BHK,GolusLi,1700,3,2,6451500
Super built-up  Area,19-Apr,Oroquieta,2 BHK,,1330,2,1,6461850
Super built-up  Area,18-Mar,Mabalacat,2 BHK,ApallEn,1300 - 1405,2,0,6476685
Super built-up  Area,19-Mar,San Pablo,3 BHK,,1482 - 1846,,,6476685
Super built-up  Area,Ready To Move,San Jose,3 BHK,Prtanha,1515,3,3,6481170
Super built-up  Area,Ready To Move,Batac,3 BHK,,1586,3,3,6481860
Super built-up  Area,18-Aug,Malolos,3 BHK,Cores V,1425,2,2,6486000
Built-up  Area,Ready To Move,Naga,2 BHK,,1245,2,1,6486000
Built-up  Area,Ready To Move,Laoag,3 BHK,Wiowsri,2489,3,,6486000
Super built-up  Area,Ready To Move,Cadiz,3 BHK,GrrvaGr,1785,3,2,6486000
Super built-up  Area,Ready To Move,Victorias,3 BHK,Soitya ,1416,3,1,6486000
Super built-up  Area,Ready To Move,Tabaco,3 BHK,,1650,3,1,6486000
Super built-up  Area,Ready To Move,Malaybalay,2 BHK,Prtanha,1389,2,2,6486000
Super built-up  Area,Ready To Move,Cagayan de Oro,2 BHK,,1270,2,1,6486000
Super built-up  Area,Ready To Move,Kidapawan,2 BHK,SPavenc,1425,2,1,6486000
Super built-up  Area,18-Apr,Malabon,2 BHK,,1232,2,1,6505320
Super built-up  Area,Ready To Move,Escalante,3 BHK,,1880,3,2,6510840
Super built-up  Area,Ready To Move,Iligan,3 BHK,,1704,3,2,6510840
Super built-up  Area,22-Jun,Tagum,2 BHK,,1196,2,2,6514980
Super built-up  Area,Ready To Move,Koronadal,3 BHK,Prensya,1290,2,1,6520500
Super built-up  Area,Ready To Move,Tagbilaran,2 BHK,OadraCh,1230,2,3,6520500
Super built-up  Area,Ready To Move,Angeles,3 BHK,Goateds,1575,3,1,6520500
Super built-up  Area,20-Jan,Meycauayan,3 BHK,,1494,2,2,6523950
Super built-up  Area,Ready To Move,Palayan,3 BHK,,1494,2,2,6523950
Super built-up  Area,20-Jan,Lapu-Lapu,3 BHK,Unarlth,1494,2,2,6523950
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,,1521,3,1,6534990
Super built-up  Area,Ready To Move,Isabela,4 BHK,Hameson,2330,3,2,6534990
Super built-up  Area,18-Dec,La Carlota,3 BHK,,1697,3,2,6540510
Super built-up  Area,20-Sep,Ilagan,2 BHK,KHatsFl,1459,2,1,6542580
Super built-up  Area,21-Dec,Davao City,2 BHK,,1356,2,1,6543960
Super built-up  Area,19-Mar,Candon,3 BHK,,1679,3,2,6545340
Super built-up  Area,Ready To Move,Baguio,3 BHK,,1521,3,1,6554310
Super built-up  Area,Ready To Move,Guihulngan,3 BHK,Daxir E,1521,3,1,6555000
Plot  Area,Ready To Move,Valencia,4 Bedroom,,1200,2,0,6555000
Super built-up  Area,Ready To Move,Cebu City,3 BHK,,1665,3,2,6555000
Built-up  Area,Ready To Move,Cavite City,3 BHK,,1645,3,2,6555000
Super built-up  Area,Ready To Move,Bayugan,3 BHK,K dotna,1800,3,2,6555000
Super built-up  Area,Ready To Move,General Santos,3 BHK,NaensGa,1400,2,1,6555000
Super built-up  Area,Ready To Move,Taguig,3 BHK,,1715,2,2,6555000
Plot  Area,Ready To Move,Batangas,2 Bedroom,,1440,2,0,6555000
Super built-up  Area,Ready To Move,Mandaluyong,3 BHK,Epllan ,1511,3,1,6555000
Built-up  Area,Ready To Move,Kabankalan,2 BHK,,1374,2,2,6555000
Carpet  Area,Ready To Move,Bislig,3 BHK,,1445,3,2,6555000
Super built-up  Area,Ready To Move,El Salvador,3 BHK,,1500,3,3,6555000
Super built-up  Area,Ready To Move,Santa Rosa,3 BHK,,1705,3,2,6555000
Plot  Area,Ready To Move,Tanjay,4 Bedroom,Malyxer,1200,3,,6555000
Built-up  Area,Ready To Move,Ligao,3 BHK,,1740,2,,6555000
Super built-up  Area,Ready To Move,Olongapo,2 BHK,Pantsce,1278,2,2,6555000
Plot  Area,Ready To Move,Bayawan,3 Bedroom,,1200,3,0,6555000
Built-up  Area,Ready To Move,Pasig,3 Bedroom,Soresea,1500,2,2,6555000
Super built-up  Area,Ready To Move,San Pedro,3 BHK,,1500,2,2,6555000
Plot  Area,Ready To Move,Tarlac City,3 Bedroom,BSarknd,600,4,0,6555000
Super built-up  Area,19-Sep,Tacurong,3 BHK,,1561,3,2,6555000
